0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,1,0,1,0
0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,1,0,1,1
0,0,0,0,1,1,0,0,X,X
0,0,0,0,1,1,1,0,0,0
0,0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,1,0
0,0,0,1,0,1,0,0,1,0
0,0,0,1,0,1,1,0,1,0
0,0,0,1,1,0,0,0,X,X
0,0,0,1,1,0,1,0,X,X
0,0,0,1,1,1,0,0,X,X
0,0,0,1,1,1,1,0,1,0
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,1,1,0
0,0,0,0,1,0,0,1,1,0
0,0,0,0,1,0,1,1,1,1
0,0,0,0,1,1,0,1,X,X
0,0,0,0,1,1,1,1,0,0
0,0,0,1,0,0,0,1,1,0
0,0,0,1,0,0,1,1,1,0
0,0,0,1,0,1,0,1,1,0
0,0,0,1,0,1,1,1,1,0
0,0,0,1,1,0,0,1,X,X
0,0,0,1,1,0,1,1,X,X
0,0,0,1,1,1,0,1,X,X
0,0,0,1,1,1,1,1,1,0
0,1,0,0,0,0,0,0,x,x
0,1,0,0,0,0,1,0,x,x
0,1,0,0,0,1,0,0,x,x
0,1,0,0,0,1,1,0,x,x
0,1,0,0,1,0,0,0,x,x
0,1,0,0,1,0,1,0,x,x
0,1,0,0,1,1,0,0,x,x
0,1,0,0,1,1,1,0,x,x
0,1,0,1,0,0,0,0,x,x
0,1,0,1,0,0,1,0,x,x
0,1,0,1,0,1,0,0,x,x
0,1,0,1,0,1,1,0,x,x
0,1,0,1,1,0,0,0,x,x
0,1,0,1,1,0,1,0,x,x
0,1,0,1,1,1,0,0,x,x
0,1,0,1,1,1,1,0,x,x
0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,1,1,0,1
0,1,0,0,0,1,0,1,1,0
0,1,0,0,0,1,1,1,1,0
0,1,0,0,1,0,0,1,1,0
0,1,0,0,1,0,1,1,1,1
0,1,0,0,1,1,0,1,X,X
0,1,0,0,1,1,1,1,0,0
0,1,0,1,0,0,0,1,1,0
0,1,0,1,0,0,1,1,1,0
0,1,0,1,0,1,0,1,1,0
0,1,0,1,0,1,1,1,1,0
0,1,0,1,1,0,0,1,X,X
0,1,0,1,1,0,1,1,X,X
0,1,0,1,1,1,0,1,X,X
0,1,0,1,1,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,1,0
1,0,0,0,0,1,1,0,1,0
1,0,0,0,1,0,0,0,1,0
1,0,0,0,1,0,1,0,1,1
1,0,0,0,1,1,0,0,X,X
1,0,0,0,1,1,1,0,0,0
1,0,0,1,0,0,0,0,1,0
1,0,0,1,0,0,1,0,1,0
1,0,0,1,0,1,0,0,1,0
1,0,0,1,0,1,1,0,1,0
1,0,0,1,1,0,0,0,X,X
1,0,0,1,1,0,1,0,X,X
1,0,0,1,1,1,0,0,X,X
1,0,0,1,1,1,1,0,1,0
1,0,0,0,0,0,0,1,x,x
1,0,0,0,0,0,1,1,x,x
1,0,0,0,0,1,0,1,x,x
1,0,0,0,0,1,1,1,x,x
1,0,0,0,1,0,0,1,x,x
1,0,0,0,1,0,1,1,x,x
1,0,0,0,1,1,0,1,x,x
1,0,0,0,1,1,1,1,x,x
1,0,0,1,0,0,0,1,x,x
1,0,0,1,0,0,1,1,x,x
1,0,0,1,0,1,0,1,x,x
1,0,0,1,0,1,1,1,x,x
1,0,0,1,1,0,0,1,x,x
1,0,0,1,1,0,1,1,x,x
1,0,0,1,1,1,0,1,x,x
1,0,0,1,1,1,1,1,x,x
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
